안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
방212,1,5,배다리 입구 주변,,경기도 하남시 감북동 406-16,37.5163723,127.1490348,3,N,N,N,경보등 + 경보음 + CCTV,2015,2018-06-30,Y,경기도 하남시청,031-790-6611,2019-04-03
방210,1,5,선진자원 주변,,경기도 하남시 감북동 37-9,37.5248244,127.1623209,3,N,N,N,경보등 + 경보음 + CCTV,2015,2018-06-30,Y,경기도 하남시청,031-790-6609,2019-04-03
820000030,1,2,운악광장 화장실,경기도 포천시 화현면 화동로184번길 2,경기도 포천시 화현면 화현리 1148-15번지,37.88425056,127.3025691,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000027,1,2,일동체육문화센터,경기도 포천시 일동면 기산리 96-121,경기도 포천시 일동면 기산리 96-121,37.9579898,127.3135644,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000008,1,2,일동터미널화장실,경기도 포천시 일동면 화동로 1051번길 4-4,경기도 포천시 일동면 기산리 91-209번지,37.95802341,127.3178656,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000007,1,2,청계산등산로 화장실,경기도 포천시 일동면 운악청계로1480번길 90,경기도 포천시 일동면 기산리 1-76번지,37.94069306,127.3456741,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000011,1,2,이동생태공원 화장실,경기도 포천시 이동면 성장로1289번길 76,경기도 포천시 이동면 장암리 614-1번지,38.04137278,127.3687208,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000010,1,2,동화사 화장실,경기도 포천시 이동면 성장로1289번길 59,경기도 포천시 이동면 장암리 477-1번지,38.03634499,127.3660532,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000022,1,2,등산로 입구 화장실,경기도 포천시 이동면 도평리 산78-1,경기도 포천시 이동면 도평리 산78-1,38.0685679,127.4235214,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000009,1,2,광덕고개화장실,경기도 포천시 이동면 포화로 924-1,경기도 포천시 이동면 도평리 산1-2번지,38.09936814,127.4435803,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000016,1,2,폭포화장실,경기도 포천시 이동면 포화로 236-24,경기도 포천시 이동면 도평리 35번지,38.0724796,127.4102215,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000006,1,2,38휴게소 화장실,경기도 포천시 영중면 호국로 3020,경기도 포천시 영중면 양문리 920-7번지,38.01176688,127.2481569,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000026,1,2,영중체육문화센터,경기도 포천시 영중면 양문로 153,경기도 포천시 영중면 양문리 833번지,38.00592642,127.2450405,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000028,1,2,영북교육문화센터,경기도 포천시 영북면 영북로 115,경기도 포천시 영북면 운천리 567번지,38.08483802,127.2734314,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000013,1,2,영북터미널 화장실,경기도 포천시 영북면 운천안길 33,경기도 포천시 영북면 운천리 510-13번지,38.09003515,127.2738951,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000023,1,2,비둘기낭캠핑장화장실,경기도 포천시 영북면 대회산리 450,경기도 포천시 영북면 대회산리 450,38.07753493,127.2197354,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000014,1,2,왕방산등산로 화장실,경기도 포천시 호병골길 193-1,경기도 포천시 신읍동 산52번지,37.9035783,127.169138,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000014,1,2,열린화장실,경기도 포천시 신읍1길 9,경기도 포천시 신읍동 51-14번지,37.89619683,127.2001591,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000014,1,2,포천터미널 화장실,경기도 포천시 포천동 중앙로 126-7(신읍동 42-11),경기도 포천시 신읍동 42-11번지,37.89736227,127.203573,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000025,1,2,신북체육문화센터,경기도 포천시 신북면 청신로 2129,경기도 포천시 신북면 기지리 957-6번지,37.93588207,127.2257456,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000018,1,2,소흘읍 생활체육공원,경기도 포천시 소흘읍 태봉로63번길 91,경기도 포천시 소흘읍 이동교리 산1번지,37.82453084,127.1243117,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000032,1,2,축석령휴게소,경기도 포천시 소흘읍 호국로 66,경기도 포천시 소흘읍 이동교리 729-2번지,37.78101106,127.1194275,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000021,1,2,소흘국민체육센터,경기도 포천시 소흘읍 호국로523번길 59-90,경기도 포천시 소흘읍 이동교리 194-17번지,37.82105923,127.1271682,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000002,1,2,태봉공원 화장실,경기도 포천시 소흘읍 태봉로 188,경기도 포천시 소흘읍 송우리 726-4번지,37.83216876,127.1424423,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000003,1,2,아리솔 청소년 광장,경기도 포천시 소흘읍 태봉로 244,경기도 포천시 소흘읍 송우리 726-2번지,37.83236837,127.1487244,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000017,1,2,포천천 자전거 도로화장실,경기도 포천시 소흘읍 호국로 794,경기도 포천시 소흘읍 송우리 3번지,37.83778395,127.1551081,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000001,1,2,고모저수지 화장실,경기도 포천시 소흘읍 고모루성길 267-15,경기도 포천시 소흘읍 고모리 산84번지,37.79731785,127.1587264,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000031,1,2,선단동체육문화센터,경기도 포천시 송선로 352,경기도 포천시 선단동 산11-40번지,37.86219956,127.1549765,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000024,1,2,내촌교육문화센터,경기도 포천시 내촌면 내촌로 71-12,경기도 포천시 내촌면 내리 503번지,37.78679198,127.2274428,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000005,1,2,주금산 등산로,경기도 포천시 내촌면 안골길 106,경기도 포천시 내촌면 내리 102-1번지,37.78373426,127.2384675,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000004,1,2,수원산전망대 화장시,경기도 포천시 군내면 청군로 2485,경기도 포천시 군내면 직두리 산19-3번지,37.85681349,127.2582444,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000019,1,2,포천종합운동장,경기도 포천시 군내면 호국로 1518,경기도 포천시 군내면 구읍리 691번지,37.88847519,127.2005478,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000020,1,2,포천종합체육관,경기도 포천시 군내면 호국로 1518,경기도 포천시 군내면 구읍리 691번지,37.88847519,127.2005478,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000029,1,2,관인교육문화체육센터,경기도 포천시 관인면 창동로 1766,경기도 포천시 관인면 초과리 127번지,38.15282791,127.2448408,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
820000015,1,2,한탄강탐방로 화장실,경기도 포천시 관인면 창동로 640,경기도 포천시 관인면 중리 635-1번지,38.07014143,127.2028475,3,Y,N,N,경보등 + 경보음,2018,2018-07-31,Y,포천시,031-538-3252,2018-08-07
591,1,99,덕목1리(소당) 삼거리,경기도 평택시 현덕면 덕목1길 51-2,경기도 평택시 현덕면 황산리 산10-14번지,36.9588999,126.9375661,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
957,1,99,주택가,경기도 평택시 현덕면 황산리 115-8,경기도 평택시 현덕면 황산리 115-8,36.9582616,126.9307029,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
956,1,99,주택가,경기도 평택시 현덕면 화양길 90-16,경기도 평택시 현덕면 화양리 757-8번지,36.9735163,126.9087352,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
164,1,99,주택가,경기도 평택시 현덕면 화양리 26-14,경기도 평택시 현덕면 화양리 26-14,36.9680166,126.9212567,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
24,1,99,현덕우체국 앞,경기도 평택시 현덕면 인광길 57,경기도 평택시 현덕면 화양리 1-3번지,36.9657005,126.9192567,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
528,1,99,굿모닝동물변원 주변,경기도 평택시 현덕면 황산1길 63-13,경기도 평택시 현덕면 항산리 62-5,36.9498769,126.9262391,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1010,1,99,마을회관입구 사거리,경기도 평택시 현덕면 장수길 149-6,경기도 평택시 현덕면 장수리 산33-1번지,36.9402881,126.9024617,3,N,N,Y,,2010,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
323,1,99,인광1리마을입구,경기도 평택시 현덕면 인광리 440-14,경기도 평택시 현덕면 인광리 440-14,36.958641,126.9178517,3,N,N,Y,,2015,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
165,1,99,주택가,경기도 평택시 현덕면 인광리 427-22,경기도 평택시 현덕면 인광리 427-22,36.9616497,126.9177418,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
82,1,1,현덕면사무소 내 소공원,경기도 평택시 현덕면 인광길 84,경기도 평택시 현덕면 인광리 402-12번지,36.9673519,126.9214907,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
590,1,99,운정2리 마을회관 앞,경기도 평택시 현덕면 운정길 125,경기도 평택시 현덕면 운정리 231-1번지,36.9760482,126.891178,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
955,1,99,주택가,경기도 평택시 현덕면 운정3길 31,경기도 평택시 현덕면 운정리 131-1번지,36.982833,126.8930454,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
896,1,99,주택가,경기도 평택시 현덕면 방축리 255-5,경기도 평택시 현덕면 방축리 255-5,36.9580466,126.8934151,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1000,1,99,주택가,경기도 평택시 현덕면 기산1길 3,경기도 평택시 현덕면 도대리 69-5번지,36.9498752,126.9131589,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
398,1,5,도대1리 마을입구,경기도 평택시 현덕면 도대리 62-3,경기도 평택시 현덕면 도대리 62-3,36.9516702,126.9153229,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
954,1,99,주택가,경기도 평택시 현덕면 도대리 150-11,경기도 평택시 현덕면 도대리 150-11,36.9550954,126.9095142,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
265,1,99,도대1리마을회관 앞,경기도 평택시 현덕면 도대길 115-13,경기도 평택시 현덕면 도대리 107-6번지,36.952931,126.9122735,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
588,1,99,덕목3리 마을회관 앞,경기도 평택시 현덕면 덕목리 548-2,경기도 평택시 현덕면 덕목리 548-2,36.9539291,126.9562739,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
894,1,99,주택가,경기도 평택시 현덕면 덕목리 44-1,경기도 평택시 현덕면 덕목리 44-1,36.9537465,126.9746457,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
527,1,99,덕목5리 마을입구,경기도 평택시 현덕면 덕목리 280-2,경기도 평택시 현덕면 덕목리 280-2,36.9554359,126.963709,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
958,1,99,주택가,경기도 평택시 현덕면 황산3길 25,경기도 평택시 현덕면 덕목리 1170-22번지,36.9520706,126.9356959,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1014,1,99,신장동 693-15,경기도 평택시 현덕면 대안리 57-12,경기도 평택시 현덕면 대안리 57-12,36.9341032,126.9551295,3,N,N,Y,,2018,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
586,1,99,대안1리 마을회관측 진입로 사거리,경기도 평택시 현덕면 대안리 400-2,경기도 평택시 현덕면 대안리 400-2,36.9437066,126.9476788,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
587,1,99,대안1리 버스정류장 옆,경기도 평택시 현덕면 대안리 1328-1,경기도 평택시 현덕면 대안리 1328-1,36.9390442,126.9421971,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
895,1,99,주택가,경기도 평택시  현덕면 대안리 1258,경기도 평택시 현덕면 대안리 1258,36.927913,126.9429681,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
999,1,99,주택가,경기도 평택시 현덕면 기산3길 24,경기도 평택시 현덕면 기산리 720-3번지,36.930724,126.9288085,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
589,1,99,기산2리 버스정류장 앞,경기도 평택시 현덕면 기산2길 117,경기도 평택시 현덕면 기산리 416-1번지,36.9395984,126.9226224,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1001,1,99,주택가,경기도 평택시 현덕면 권관길 103-4,경기도 평택시 현덕면 권관리 668-4번지,36.9208754,126.910046,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
272,1,99,주택가,경기도 평택시 현덕면 권관리 616-12,경기도 평택시 현덕면 권관리 616-12,36.9203768,126.9116917,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
369,1,5,우경아파트 앞,경기도 평택시 현덕면 서동대로 96(우경아파트),경기도 평택시 현덕면 권관리 576-1번지 우경아파트,36.9178458,126.9078894,3,N,N,Y,,2015,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1036,1,1,어촌계 화장실(여),경기도 평택시 현덕면 서동대로 65,경기도 평택시 현덕면 권관리 570-11번지,36.9151463,126.9063455,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-2496,2019-04-09
1030,1,1,구 관리사무소옆(여),경기도 평택시 현덕면 권관리 564-3,경기도 평택시 현덕면 권관리 564-3,36.9143677,126.9079165,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,N,평택시 영상정보운영사업소,031-8024-2496,2019-04-09
1035,1,1,평택호요트장(여),경기도 평택시 현덕면 권관리 555,경기도 평택시 현덕면 권관리 555,36.9153572,126.9096868,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-2496,2019-04-09
1032,1,1,평택호가족놀이화장실(여),경기도 평택시 현덕면 권관리 536-43,경기도 평택시 현덕면 권관리 536-43,36.9158367,126.9118683,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-2496,2019-04-09
69,1,1,평택호공원,경기도 평택시 현덕면 평택호길 9-4,경기도 평택시 현덕면 권관리 536-10번지,36.9146974,126.9084953,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
399,1,5,권관2리 마을입구,경기도 평택시 현덕면 권관리 454-4,경기도 평택시 현덕면 권관리 454-4,36.9204312,126.9146875,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
1028,1,1,평택호자동차극장(여),경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 321번지,36.921437,126.9222267,3,Y,N,N,경보등 + 경보음,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-2496,2019-04-09
529,1,99,가사초등학교 뒷편,경기도 평택시 현덕면 기산길 2,경기도 평택시 현덕면 권관리 2-23번지,36.9373168,126.9164803,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
906,1,99,주택가,경기도 평택시 평택5로 34번길 65,경기도 평택시 합정동 975-6번지 트윈캐슬2,36.9875631,127.1144511,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
487,1,99,베스트홈빌라 주변,경기도 평택시 합정동 975-16,경기도 평택시 합정동 975-16,36.9895323,127.1150798,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
907,1,99,주택가,경기도 평택시 평택5로34번길 91,경기도 평택시 합정동 970-6번지,36.9873724,127.1118359,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
296,1,1,배미어린이공원,경기도 평택시 합정동 969,경기도 평택시 합정동 969,36.988788,127.1131563,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
195,1,99,동현 카센터 앞,경기도 평택시 조개터로5번길 29,경기도 평택시 합정동 940-4번지,36.988398,127.0996357,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
60,1,1,조개터4호 어린이공원,경기도 평택시 합정동 930-1,경기도 평택시 합정동 930-1,36.987733,127.1034517,3,N,N,Y,,2015,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
491,1,99,부원맨션 주변,"경기도 평택시 조개터로6번길 17(합정동, 부원맨션)",경기도 평택시 합정동 928-6번지 부원맨션,36.9876064,127.102195,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
839,1,1,조개터3호 어린이공원,경기도 평택시 합정동 921-1,경기도 평택시 합정동 921-1,36.9891476,127.0998516,3,N,N,Y,,2011,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
128,1,99,주택가,경기도 평택시 조개터로15번길 20,경기도 평택시 합정동 918-13번지,36.9892088,127.1007945,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
965,1,99,주택가,경기도 평택시 중앙2로 146,경기도 평택시 합정동 917-3번지,36.9886463,127.1026771,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
30,1,99,조개터(한미슈퍼앞),경기도 평택시 조개터로16번길 3,경기도 평택시 합정동 917-19번지,36.9887316,127.1020358,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
488,1,99,대상탑스빌 주변,"경기도 평택시 조개터로26번길 34(합정동, 대상탑스빌",경기도 평택시 합정동 914-12번지 대상탑스빌,36.988728,127.1039455,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
31,1,99,조개터(GS25시 앞),경기도 평택시 조개터로26번길 31-18,경기도 평택시 합정동 904-1번지,36.9896853,127.1042264,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
61,1,1,합정어린이공원,경기도 평택시 합정동 902-4,경기도 평택시 합정동 902-4,36.9887726,127.1050796,3,N,N,Y,,2015,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
297,1,1,합정어린이공원,경기도 평택시 합정동 902-4,경기도 평택시 합정동 902-4,36.9887726,127.1050796,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
239,1,99,오피스텔 탑 주변,경기도 평택시 조개터로42번길 60-45,경기도 평택시 합정동 899-7번지,36.9900393,127.1045705,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
546,1,99,동우원룸 앞,경기도 평택시 조개터로34번길 11,경기도 평택시 합정동 896-9번지,36.990155,127.1031761,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
492,1,99,감자마을 주변,경기도 평택시 참이슬2길 8,경기도 평택시 합정동 875-7번지,36.9885604,127.1164728,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
299,1,1,화경어린이공원,경기도 평택시 합정동 871-5,경기도 평택시 합정동 871-5,36.9899114,127.1163785,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
417,1,5,훌랄라 합정점 뒷편주변,경기도 평택시 참이슬2길 32,경기도 평택시 합정동 869-12번지,36.9902865,127.1159249,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
197,1,99,주공 1단지 입구 사거리,"경기도 평택시 평택3로 12(합정동, 주공아파트)",경기도 평택시 합정동 835번지 주공아파트,36.9908325,127.0938891,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
298,1,1,평일어린이공원,경기도 평택시 조개터로42번길 61,경기도 평택시 합정동 774-1번지,36.99042,127.1060601,3,N,N,Y,,2014,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
856,1,99,주택가,경기도 평택시 조개터로 42,경기도 평택시 합정동 769번지,36.9908189,127.1027864,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
485,1,99,대순진리회 주변,경기도 평택시 통미로 62,경기도 평택시 합정동 761번지,36.9912921,127.0998264,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
908,1,99,주택가,경기도 평택시 통미로 31,경기도 평택시 합정동 751-21번지,36.9921504,127.0965584,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
416,1,5,신안아파트 입구,경기도 평택시 통미로4번길 2,경기도 평택시 합정동 746-1번지,36.9919858,127.0938754,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
486,1,99,바우맨션 주변,경기도 평택시 중앙2로43번길 24,경기도 평택시 합정동 737번지,36.992263,127.0924117,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
127,1,99,호수빌앞,경기도 평택시 자유로8번길 49,경기도 평택시 합정동 737-13번지,36.9917858,127.0924623,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
964,1,99,주택가,경기도 평택시 중앙로 90,경기도 평택시 합정동 672-8번지,36.9934923,127.0929027,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
126,1,99,주택가,경기도 평택시 중앙2로 91,경기도 평택시 합정동 513-1번지,36.9910291,127.0972232,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
125,1,99,주택가,"경기도 평택시 통미로60번길 8(합정동, 은혜벤츠빌)",경기도 평택시 합정동 484-7번지 은혜벤츠빌,36.9911986,127.0993781,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
897,1,99,주택가,경기도 평택시 평남로 616,경기도 평택시 합정동 392번지,36.9875668,127.1065091,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
490,1,99,청소년문화센터 주변,경기도 평택시 배미2길 49,경기도 평택시 합정동 361-8번지,36.9888248,127.1096398,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
414,1,5,대영건설 주변,경기도 평택시 합정동 316-20,경기도 평택시 합정동 316-20,36.9873845,127.1098363,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
194,1,99,신기경로당,경기도 평택시 배미3길 1,경기도 평택시 합정동 105-24번지,36.9860991,127.1102668,3,N,N,Y,,2013,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
702,1,99,포승읍 희곡리 627-12,경기도 평택시 포승읍 직산동길 19,경기도 평택시 포승읍 희곡리 627-12번지,36.9484519,126.8716154,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
701,1,99,포승읍 홍원리 산142-14 홍원3리 입구 삼거리,경기도 평택시 포승읍 홍원리 산142-14,경기도 평택시 포승읍 홍원리 산142-14,37.0181608,126.8695304,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
572,1,99,홍원2리 버스정류장 앞,경기도 평택시 포승읍 홍원리 산109-3,경기도 평택시 포승읍 홍원리 산109-3,37.0152105,126.8776985,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
574,1,99,홍원초교 버스정류장 앞,경기도 평택시 포승읍 홍원리 52-1,경기도 평택시 포승읍 홍원리 52-1,37.011889,126.8876693,3,N,N,Y,,2016,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
700,1,99,포승읍 홍원리 305-45,경기도 평택시 포승읍 홍원길 199-1,경기도 평택시 포승읍 홍원리 305-45번지,37.013132,126.8544238,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
996,1,99,주택가,경기도 평택시 포승읍 홍원길 28,경기도 평택시 포승읍 홍원리 266-53번지,37.0168458,126.8677069,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
950,1,99,주택가,경기도 평택시 포승읍 홍원6길19번길 19,경기도 평택시 포승읍 홍원리 247-37번지,37.0103302,126.8667023,3,N,N,Y,,2017,2018-07-31,Y,평택시 영상정보운영사업소,031-8024-5292,2019-04-09
