시군명,관서명,지방청명,경찰서명,구분명,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
안양시,석수지구대,경기남부청,안양만안,지구대,13958,경기도 안양시 만안구 안양동 42-17번지 석수지구대,경기도 안양시 만안구 경수대로 1161,37.4146376,126.9183656
안양시,안양지구대,경기남부청,안양만안,지구대,13992,경기도 안양시 만안구 안양동 88-1번지,경기도 안양시 만안구 만안로 232,37.404944,126.9200368
안양시,갈산지구대,경기남부청,안양동안,지구대,14106,경기도 안양시 동안구 호계동 1118-1번지 갈산지구대,경기도 안양시 동안구 흥안대로223번길 30-1,37.3762251,126.9662001
안양시,평안파출소,경기남부청,안양동안,파출소,14068,경기도 안양시 동안구 평촌동 896-5번지 평안파출소,경기도 안양시 동안구 관평로138번길 43,37.3903614,126.9644542
안양시,범계파출소,경기남부청,안양동안,파출소,14072,경기도 안양시 동안구 호계동 1051-2번지 범계파출소,경기도 안양시 동안구 평촌대로217번길 57,37.3898074,126.9527896
안양시,박달지구대,경기남부청,안양만안,지구대,14008,경기도 안양시 만안구 박달동 94-136번지,경기도 안양시 만안구 박달로 492,37.4022762,126.9070967
안양시,인덕원지구대,경기남부청,안양동안,지구대,13943,경기도 안양시 동안구 관양동 1505번지,경기도 안양시 동안구 흥안대로 530,37.401168,126.9771995
안양시,호계파출소,경기남부청,안양동안,파출소,14123,경기도 안양시 동안구 호계동 1006-9번지,경기도 안양시 동안구 경수대로508번길 17,37.3681405,126.9588436
안양시,비산지구대,경기남부청,안양동안,지구대,13922,경기도 안양시 동안구 비산동 459-57번지,경기도 안양시 동안구 관악대로 125,37.3990265,126.9379211
안양시,명학지구대,경기남부청,안양만안,지구대,14033,경기도 안양시 만안구 안양동 441-1번지 명학지구대,경기도 안양시 만안구 안양로170번길 20,37.3895256,126.9304764
양주시,광적파출소,경기북부청,양주,파출소,11419,경기도 양주시 광적면 가납리 741-22번지,경기도 양주시 광적면 가래비길 54,37.8233399,126.9862084
양주시,고읍파출소,경기북부청,양주,파출소,11493,경기도 양주시 만송동 695-3번지,경기도 양주시 고읍로 83,37.7964221,127.0807578
양주시,덕계파출소,경기북부청,양주,파출소,11442,경기도 양주시 덕계동 681-31번지,경기도 양주시 평화로 1427,37.8181979,127.0456757
양주시,백석파출소,경기북부청,양주,파출소,11504,경기도 양주시 백석읍 오산리 36-5번지,경기도 양주시 백석읍 꿈나무로 142,37.7964201,126.9904608
양주시,주내파출소,경기북부청,양주,파출소,11496,경기도 양주시 마전동 163-3,경기도 양주시 부흥로 1613,37.7790676,127.0512606
양주시,장흥파출소,경기북부청,양주,파출소,11520,경기도 양주시 장흥면 일영리 139-4번지,경기도 양주시 장흥면 호국로 179,37.7169313,126.9408088
양주시,남면파출소,경기북부청,양주,파출소,11404,경기도 양주시 남면 신산리 285-183번지,경기도 양주시 남면 개나리길 50,37.8951873,126.9740956
양주시,은현파출소,경기북부청,양주,파출소,11427,경기도 양주시 은현면 선암리 336-3번지,경기도 양주시 은현면 은현로55번길 6,37.8740532,127.0232379
양주시,회천지구대,경기북부청,양주,지구대,11451,경기도 양주시 덕정동 206-3번지,경기도 양주시 회정로 133,37.837585,127.0679527
양평군,양동파출소,경기남부청,양평,파출소,12539,경기도 양평군 양동면 쌍학리 228-5번지,경기도 양평군 양동면 학둔지아래길 72,37.4204249,127.752895
양평군,양서파출소,경기남부청,양평,파출소,12585,경기도 양평군 양서면 양수리 559-6번지,경기도 양평군 양서면 양수로152번길 6,37.5447626,127.3191853
양평군,옥천파출소,경기남부청,양평,파출소,12507,경기도 양평군 옥천면 옥천리 746-2번지,경기도 양평군 옥천면 옥천길 27,37.5183563,127.4568705
양평군,단월파출소,경기남부청,양평,파출소,12529,경기도 양평군 단월면 보룡리 92-1번지,경기도 양평군 단월면 재인동길 2-6,37.5328533,127.6742929
양평군,지평파출소,경기남부청,양평,파출소,12541,경기도 양평군 지평면 지평리 539번지,경기도 양평군 지평면 지평의병로 91,37.4752483,127.636132
양평군,개군파출소,경기남부청,양평,파출소,12568,경기도 양평군 개군면 하자포리 223-1번지,경기도 양평군 개군면 하자포길 25,37.4252876,127.5378642
양평군,용문파출소,경기남부청,양평,파출소,12521,경기도 양평군 용문면 다문리 720-1번지,경기도 양평군 용문면 용문로 351,37.4840589,127.5928018
양평군,청운파출소,경기남부청,양평,파출소,12530,경기도 양평군 청운면 용두리 659-3번지,경기도 양평군 청운면 용두로 140,37.5541047,127.7087054
양평군,강하파출소,경기남부청,양평,파출소,12574,경기도 양평군 강하면 운심리 34-4번지,경기도 양평군 강하면 운심길 46,37.4958274,127.4111286
양평군,양근파출소,경기남부청,양평,파출소,12555,경기도 양평군 양평읍 양근리 280번지,경기도 양평군 양평읍 해오름길 11,37.4881114,127.4904838
양평군,강상파출소,경기남부청,양평,파출소,12572,경기도 양평군 강상면 교평리 449-7번지,경기도 양평군 강상면 양평대교길 91,37.4821606,127.4849504
양평군,서종파출소,경기남부청,양평,파출소,12503,경기도 양평군 서종면 문호리 779-2번지,경기도 양평군 서종면 무내미길 45,37.6032068,127.3519561
여주시,점동파출소,경기남부청,여주,파출소,12667,경기도 여주시 점동면 청안리 128-2번지,경기도 여주시 점동면 청안로 118,37.2049523,127.6616674
여주시,흥천파출소,경기남부청,여주,파출소,12607,경기도 여주시 흥천면 효지리 376-23번지,경기도 여주시 흥천면 효자로 144,37.3326255,127.5425323
여주시,대신파출소,경기남부청,여주,파출소,12610,경기도 여주시 대신면 율촌리 283-2번지,경기도 여주시 대신면 여양로 1436,37.3750967,127.5884475
여주시,북내파출소,경기남부청,여주,파출소,12613,경기도 여주시 북내면 당우리 161-1번지,경기도 여주시 북내면 여양2로 300,37.3293254,127.67971
여주시,홍문지구대,경기남부청,여주,지구대,12622,경기도 여주시 홍문동 15-2번지,경기도 여주시 세종로 2,37.2974962,127.6368043
여주시,산북파출소,경기남부청,여주,파출소,12603,경기도 여주시 산북면 상품리 27-6번지,경기도 여주시 산북면 금품1로 2,37.4047283,127.4436247
여주시,능서파출소,경기남부청,여주,파출소,12641,경기도 여주시 능서면 번도리 499-39번지,경기도 여주시 능서면 마장로 61,37.2991858,127.5720574
여주시,가남파출소,경기남부청,여주,파출소,12662,경기도 여주시 가남읍 태평리 176번지,경기도 여주시 가남읍 태평2길 23,37.2037308,127.5453981
여주시,금사파출소,경기남부청,여주,파출소,12604,경기도 여주시 금사면 이포리 198번지 금사파출소,경기도 여주시 금사면 이포로 41,37.3930669,127.5341119
여주시,강천파출소,경기남부청,여주,파출소,12616,경기도 여주시 강천면 간매리 313번지,경기도 여주시 강천면 강문로 566,37.2735863,127.7109939
연천군,백학파출소,경기북부청,연천,파출소,11048,경기도 연천군 백학면 두일리 367-3번지,경기도 연천군 백학면 청정로 534-1,38.0305321,126.9171275
연천군,왕징파출소,경기북부청,연천,파출소,,경기도 연천군 미산면 왕산로28번길 왕징파출소,,,
연천군,청산파출소,경기북부청,연천,파출소,11023,경기도 연천군 청산면 초성리 187-7번지,경기도 연천군 청산면 평화로 229,37.9939582,127.0697527
연천군,군남파출소,경기북부청,연천,파출소,11006,경기도 연천군 군남면 삼거리 400-16,경기도 연천군 군남면 군남로 413-6,38.0844996,127.0187026
연천군,연천파출소,경기북부청,연천,파출소,11012,경기도 연천군 연천읍 차탄리 649번지 (차탄리649번지),경기도 연천군 연천읍 문화로 67-1,38.0995583,127.077282
연천군,신서파출소,경기북부청,연천,파출소,11000,경기도 연천군 신서면 도신리 285-11번지,경기도 연천군 신서면 연신로 1153,38.1846791,127.1070558
연천군,전곡파출소,경기북부청,연천,파출소,11037,경기도 연천군 전곡읍 전곡리 333-608번지 전곡파출소,경기도 연천군 전곡읍 전곡역로 72,38.0246156,127.0710333
오산시,오산지구대,경기남부청,화성동부,지구대,18139,경기도 오산시 원동 813-13번지,경기도 오산시 운암로 11,37.1472837,127.0759226
오산시,중앙파출소,경기남부청,화성동부,파출소,18137,경기도 오산시 오산동 903-3번지,경기도 오산시 역광장로 70,37.1466936,127.0679415
오산시,궐동파출소,경기남부청,화성동부,파출소,18115,경기도 오산시 궐동 13-7번지,경기도 오산시 오산로 371,37.1596427,127.0661176
오산시,세교파출소,경기남부청,화성동부,파출소,18106,경기도 오산시 세교동 617-2번지,경기도 오산시 세마역로 5,37.1810522,127.0439511
용인시,상현지구대,경기남부청,용인서부,지구대,,경기도 용인시 수지구  심곡로 7번길,,,
용인시,수지지구대,경기남부청,용인서부,지구대,16833,경기도 용인시 수지구 풍덕천동 77-1번지,경기도 용인시 수지구 풍덕천로190번길 18,37.3248405,127.101852
용인시,보라파출소,경기남부청,용인동부,파출소,17080,경기도 용인시 기흥구 보라동 609-2번지,경기도 용인시 기흥구 한보라1로 42-3,37.2512929,127.1087441
용인시,동부파출소,경기남부청,용인동부,파출소,17154,경기도 용인시 처인구 마평동 858-5번지,경기도 용인시 처인구 경안천로 16,37.2345519,127.210649
용인시,백암파출소,경기남부청,용인동부,파출소,17178,경기도 용인시 처인구 백암면 백암리 459-3번지,경기도 용인시 처인구 백암면 백암로201번길 9,37.164422,127.3738863
용인시,양지파출소,경기남부청,용인동부,파출소,17158,경기도 용인시 처인구 양지면 양지리 445-3번지,경기도 용인시 처인구 양지면 양지로 165,37.2342497,127.2867812
용인시,이동파출소,경기남부청,용인동부,파출소,17136,경기도 용인시 처인구 이동면 송전리 682-3번지,경기도 용인시 처인구 이동면 경기동로 688,37.1396153,127.1964892
용인시,모현파출소,경기남부청,용인동부,파출소,17035,경기도 용인시 처인구 모현면 왕산리 805-1번지,경기도 용인시 처인구 모현면 백옥대로 2372,37.3352029,127.2495059
용인시,중앙지구대,경기남부청,용인동부,지구대,17049,경기도 용인시 처인구 김량장동 328-2번지 중앙지구대,경기도 용인시 처인구 금령로 18,37.2345462,127.1981516
용인시,구성파출소,경기남부청,용인서부,파출소,16919,경기도 용인시 기흥구 언남동 375-3번지 구성파출소,경기도 용인시 기흥구 구성로 68,37.2946248,127.1168234
용인시,보정지구대,경기남부청,용인서부,지구대,16900,경기도 용인시 기흥구 보정동 1255-3,경기도 용인시 기흥구 보정로 110,37.319404,127.1157101
용인시,흥덕파출소,경기남부청,용인동부,파출소,16953,경기도 용인시 기흥구 영덕동 967번지,경기도 용인시 기흥구 흥덕2로118번길 1,37.2783224,127.0744704
용인시,상갈파출소,경기남부청,용인동부,파출소,17064,경기도 용인시 기흥구 신갈동 68-2번지,경기도 용인시 기흥구 중부대로 380,37.2715476,127.109167
용인시,동백파출소,경기남부청,용인동부,파출소,17004,경기도 용인시 기흥구 중동 872-2번지,경기도 용인시 기흥구 동백6로 37,37.2774349,127.155382
용인시,원삼파출소,경기남부청,용인동부,파출소,17168,경기도 용인시 처인구 원삼면 고당리 71-6번지,경기도 용인시 처인구 원삼면 고당로15번길 1,37.1648361,127.311144
용인시,포곡파출소,경기남부청,용인동부,파출소,17028,경기도 용인시 처인구 포곡읍 삼계리 561-5번지,경기도 용인시 처인구 포곡읍 포곡로278번길 3,37.2792936,127.2320378
용인시,남사파출소,경기남부청,용인동부,파출소,17118,경기도 용인시 처인구 남사면 봉무리 664-4번지,경기도 용인시 처인구 남사면 처인성로185번길 13,37.1137049,127.1499675
용인시,고매파출소,경기남부청,용인동부,파출소,17102,경기도 용인시 기흥구 고매동 산80-2번지,경기도 용인시 기흥구 동탄기흥로 715,37.2231619,127.0989698
용인시,구갈지구대,경기남부청,용인동부,지구대,16962,경기도 용인시 기흥구 신갈동 164-3번지,경기도 용인시 기흥구 관곡로 41,37.2831787,127.1105253
의왕시,내손파출소,경기남부청,의왕,파출소,16039,경기도 의왕시 내손동 759번지,경기도 의왕시 갈미로 77,37.3786694,126.9757281
의왕시,청계파출소,경기남부청,의왕,파출소,16009,경기도 의왕시 청계동 992번지,경기도 의왕시 안양판교로 227,37.3894214,126.9963325
의왕시,부곡파출소,경기남부청,의왕,파출소,16082,경기도 의왕시 삼동 460-95번지,경기도 의왕시 한백이길 3,37.3223377,126.9489308
의왕시,의왕지구대,경기남부청,의왕,지구대,16053,경기도 의왕시 오전동 839-8번지,경기도 의왕시 경수대로 352,37.3567818,126.9679816
의정부시,신곡지구대,경기북부청,의정부,지구대,,경기도 의정부시  경의로 119번길,,,
의정부시,금오지구대,경기북부청,의정부,지구대,11779,경기도 의정부시 신곡동 804-1번지,경기도 의정부시 추동로108번길 1,37.7475452,127.0662853
의정부시,가능지구대,경기북부청,의정부,지구대,11660,경기도 의정부시 가능동 238-6번지 가능지구대,경기도 의정부시 호국로 1171,37.7432336,127.0337649
의정부시,호원파출소,경기북부청,의정부,파출소,11714,경기도 의정부시 호원동 465-3번지 호원파출소,경기도 의정부시 평화로 159,37.7059654,127.0478451
의정부시,송산파출소,경기북부청,의정부,파출소,11809,경기도 의정부시 민락동 743-1번지,경기도 의정부시 용민로 119,37.7399078,127.0901264
이천시,율면파출소,경기남부청,이천,파출소,17423,경기도 이천시 율면 고당리 247-12번지,경기도 이천시 율면 고당로 144,37.0954107,127.5468183
이천시,설성파출소,경기남부청,이천,파출소,17411,경기도 이천시 설성면 금당리 126-5번지,경기도 이천시 설성면 설장로17번길 6-1,37.1326218,127.5210996
이천시,신둔파출소,경기남부청,이천,파출소,17303,경기도 이천시 신둔면 수광리 271-2번지 신둔파출소,경기도 이천시 신둔면 경충대로 3162,37.3086289,127.4024101
이천시,부발파출소,경기남부청,이천,파출소,17324,경기도 이천시 부발읍 무촌리 195-3번지,경기도 이천시 부발읍 무촌로 167-5,37.2868522,127.4888777
이천시,모가파출소,경기남부청,이천,파출소,17408,경기도 이천시 모가면 진가리 114-26번지,경기도 이천시 모가면 진상미로 1303,37.1721506,127.4802717
이천시,창전지구대,경기남부청,이천,지구대,17365,경기도 이천시 창전동 152-19번지,경기도 이천시 영창로 171,37.2816578,127.4415981
이천시,호법파출소,경기남부청,이천,파출소,17394,경기도 이천시 호법면 후안리 265-1번지,경기도 이천시 호법면 이섭대천로 547,37.2240863,127.4281605
이천시,백사파출소,경기남부청,이천,파출소,17312,경기도 이천시 백사면 현방리 99-38번지 백사파출소,경기도 이천시 백사면 현방로 62,37.3384618,127.4911736
이천시,장호원파출소,경기남부청,이천,파출소,17420,경기도 이천시 장호원읍 장호원리 99-4번지 장호원파출소,경기도 이천시 장호원읍 장감로 70,37.1167668,127.6304451
이천시,아미파출소,경기남부청,이천,파출소,17332,경기도 이천시 부발읍 아미리 1076번지,경기도 이천시 부발읍 경충대로 2154,37.2571651,127.4863198
이천시,대월파출소,경기남부청,이천,파출소,17343,경기도 이천시 대월면 초지리 310-2번지,경기도 이천시 대월면 대월로803번길 64,37.2246128,127.4946527
이천시,마장파출소,경기남부청,이천,파출소,17387,경기도 이천시 마장면 오천리 291-2번지,경기도 이천시 마장면 오천로 27,37.2541874,127.3516695
이천시,증포파출소,경기남부청,이천,파출소,17348,경기도 이천시 증포동 157-4번지,경기도 이천시 갈산로 19,37.2894635,127.4552098
파주시,파주파출소,경기북부청,파주,파출소,10835,경기도 파주시 파주읍 파주리 431-1번지,경기도 파주시 파주읍 향교말길 26,37.8328596,126.8158151
파주시,파평파출소,경기북부청,파주,파출소,10801,경기도 파주시 파평면 금파리 303-1번지 파평파출소,경기도 파주시 파평면 청송로 198,37.922484,126.8397222
파주시,월롱파출소,경기북부청,파주,파출소,10946,경기도 파주시 월롱면 위전리 430-5번지 월롱파출소,경기도 파주시 월롱면 휴암로 3,37.7955816,126.7909878
파주시,금촌지구대,경기북부청,파주,지구대,10930,경기도 파주시 아동동 356-3번지,경기도 파주시 새꽃로 212,37.765669,126.7758767
파주시,탄현파출소,경기북부청,파주,파출소,10858,경기도 파주시 탄현면 축현리 492-3번지 탄현파출소,경기도 파주시 탄현면 방촌로 669,37.8038343,126.7183267
파주시,교하파출소,경기북부청,파주,파출소,10867,경기도 파주시 교하동 산16-4번지,경기도 파주시 교하로 1431-2,37.7521751,126.7504892
파주시,광탄파출소,경기북부청,파주,파출소,10948,경기도 파주시 광탄면 신산리 221-12번지,경기도 파주시 광탄면 동거리길 25-7,37.7813913,126.8488076
파주시,법원파출소,경기북부청,파주,파출소,10826,경기도 파주시 법원읍 법원리 449-9번지,경기도 파주시 법원읍 사임당로905번길 40,37.8489445,126.8797759
파주시,문산파출소,경기북부청,파주,파출소,10823,경기도 파주시 문산읍 문산리 31-3번지,경기도 파주시 문산읍 개포래로 50-4,37.8538584,126.7833104
파주시,적성파출소,경기북부청,파주,파출소,10803,경기도 파주시 적성면 마지리 48-2번지,경기도 파주시 적성면 청송로 1003,37.9533233,126.9168874
파주시,운정파출소,경기북부청,파주,파출소,10902,경기도 파주시 동패동 1895번지 운정파출소,경기도 파주시 한울로 55-1,37.7114882,126.7382658
파주시,조리파출소,경기북부청,파주,파출소,10937,경기도 파주시 조리읍 봉일천리 171-6번지,경기도 파주시 조리읍 봉천로 55,37.7437571,126.805488
평택시,안중파출소,경기남부청,평택,파출소,17937,경기도 평택시 안중읍 현화리 823-3번지,경기도 평택시 안중읍 현화중앙길 71,36.9849968,126.9205505
평택시,청북파출소,경기남부청,평택,파출소,17812,경기도 평택시 청북읍 현곡리 291-7번지,경기도 평택시 청북읍 신포길 38,37.0395562,126.934317
평택시,만호파출소,경기남부청,평택,파출소,17959,경기도 평택시 포승읍 만호리 578-8번지,경기도 평택시 포승읍 평택항로 170,36.9741598,126.843723
평택시,오성파출소,경기남부청,평택,파출소,17819,경기도 평택시 오성면 숙성리 35-3번지,경기도 평택시 오성면 숙성시장길 71,37.0088754,126.9855454
평택시,고덕파출소,경기남부청,평택,파출소,17770,경기도 평택시 고덕면 좌교리 384-5번지 고덕파출소,경기도 평택시 고덕면 고덕로 297,37.0431251,127.0189786
평택시,비전파출소,경기남부청,평택,파출소,17887,경기도 평택시 비전동 819-1번지 비전파출소,경기도 평택시 평택5로 189,36.9962195,127.1029187
평택시,팽성파출소,경기남부청,평택,파출소,17990,경기도 평택시 팽성읍 객사리 47-3번지,경기도 평택시 팽성읍 동서촌로 93,36.9646371,127.0624525
평택시,진위파출소,경기남부청,평택,파출소,17706,경기도 평택시 진위면 하북리 138-8번지,경기도 평택시 진위면 경기대로 1865,37.1107535,127.0628142
평택시,서정지구대,경기남부청,평택,지구대,17779,경기도 평택시 서정동 332-35번지 서정지구대,경기도 평택시 서정역로 34,37.0570447,127.0560376
평택시,신장파출소,경기남부청,평택,파출소,17767,경기도 평택시 신장동 263-141번지,경기도 평택시 신서로 65,37.0723197,127.0512241
평택시,현덕파출소,경기남부청,평택,파출소,17946,경기도 평택시 현덕면 도대리 17-107번지,경기도 평택시 현덕면 안현로 144,36.9646852,126.9186298
평택시,송탄파출소,경기남부청,평택,파출소,17753,경기도 평택시 신장동 211-7번지,경기도 평택시 탄현로 331,37.0817067,127.0559761
평택시,포승파출소,경기남부청,평택,파출소,17965,경기도 평택시 포승읍 방림리 산73-4번지 포승파출소,경기도 평택시 포승읍 서동대로 1150,36.9822967,126.8820511
평택시,서탄파출소,경기남부청,평택,파출소,17704,경기도 평택시 서탄면 금암리 251-2번지,경기도 평택시 서탄면 서탄로 280,37.1080344,127.0338427
평택시,평택지구대,경기남부청,평택,지구대,17891,경기도 평택시 통복동 73-1번지 평택지구대,경기도 평택시 중앙1로 23,36.9982693,127.0855647
포천시,창수파출소,경기북부청,포천,파출소,11134,경기도 포천시 창수면 주원리 249-2번지,경기도 포천시 창수면 메치골로 174,37.9909016,127.1892677
포천시,관인파출소,경기북부청,포천,파출소,11101,경기도 포천시 관인면 탄동리 664-2번지,경기도 포천시 관인면 관인로 15,38.1572485,127.2504803
포천시,영북파출소,경기북부청,포천,파출소,11105,경기도 포천시 영북면 운천리 505-2번지,경기도 포천시 영북면 운천로 4,38.0915308,127.2738208
포천시,신북파출소,경기북부청,포천,파출소,11139,경기도 포천시 신북면 기지리 893-2번지,경기도 포천시 신북면 호국로 2059,37.933331,127.2264659
포천시,포천파출소,경기북부청,포천,파출소,11149,경기도 포천시 신읍동 106-22번지 포천파출소,경기도 포천시 원모루로1길 32,37.8924105,127.1961586
포천시,선단파출소,경기북부청,포천,파출소,11160,경기도 포천시 선단동 834-2번지,경기도 포천시 송선로 279,37.857169,127.1504436
포천시,소흘지구대,경기북부청,포천,지구대,,경기도 포천시 소흘읍 태봉로 144번길 소흘지구대,,,
포천시,화현파출소,경기북부청,포천,파출소,11123,경기도 포천시 화현면 화현리 810-19번지,경기도 포천시 화현면 화동로 327,37.8969745,127.301461
포천시,군내파출소,경기북부청,포천,파출소,11152,경기도 포천시 군내면 구읍리 214-3,경기도 포천시 군내면 청군로 3280,37.8875254,127.2181311
포천시,가산파출소,경기북부청,포천,파출소,11164,경기도 포천시 가산면 마산리 425-1번지,경기도 포천시 가산면 가산로309번길 13,37.846256,127.1846085
포천시,이동파출소,경기북부청,포천,파출소,11111,경기도 포천시 이동면 장암리 219-2번지,경기도 포천시 이동면 화동로 2078,38.0330919,127.3663104
포천시,영중파출소,경기북부청,포천,파출소,11129,경기도 포천시 영중면 양문리 847-7번지,경기도 포천시 영중면 양문로 109,38.0025436,127.2427636
포천시,일동파출소,경기북부청,포천,파출소,11120,경기도 포천시 일동면 기산리 285-6,경기도 포천시 일동면 화동로 1023,37.9550743,127.3156456
포천시,내촌파출소,경기북부청,포천,파출소,11189,경기도 포천시 내촌면 내리 389-3번지 내촌파출소,경기도 포천시 내촌면 내촌로 62,37.7854048,127.2272455
하남시,하남지구대,경기남부청,하남,지구대,12962,경기도 하남시 천현동 194-14번지,경기도 하남시 신장로 66,37.5355708,127.2102252
하남시,미사파출소,경기남부청,하남,파출소,12910,경기도 하남시 망월동 183-30번지 미사파출소,경기도 하남시 아리수로 567,37.5674278,127.1897583
하남시,서부파출소,경기남부청,하남,파출소,12990,경기도 하남시 감북동 327번지,경기도 하남시 감북로 43,37.5160671,127.1620986
하남시,덕풍지구대,경기남부청,하남,지구대,12972,경기도 하남시 덕풍동 산36-3번지 덕풍지구대,경기도 하남시 하남대로 911,37.5458183,127.1977271
화성시,안용파출소,경기남부청,화성동부,파출소,18362,경기도 화성시 안녕동 22번지,경기도 화성시 용주로32번길 4,37.2057474,127.0132568
화성시,비봉파출소,경기남부청,화성서부,파출소,18284,경기도 화성시 비봉면 양노리 255-3번지,경기도 화성시 비봉면 양노로 118,37.2368268,126.8742646
화성시,송산파출소,경기남부청,화성서부,파출소,18550,경기도 화성시 송산면 사강리 638-1,경기도 화성시 송산면 송산포도로 98,37.2140478,126.7381203
화성시,서신파출소,경기남부청,화성서부,파출소,18555,경기도 화성시 서신면 매화리 351-3번지,경기도 화성시 서신면 매화1길 31,37.170108,126.7055313
화성시,동탄2파출소,경기남부청,화성동부,파출소,18472,경기도 화성시 영천동 668-1번지,경기도 화성시 동탄영천로 70,37.2090116,127.1038635
화성시,동탄지구대,경기남부청,화성동부,지구대,18460,경기도 화성시 석우동 59-1번지,경기도 화성시 노작로 226-1,37.2072742,127.0773096
화성시,발안파출소,경기남부청,화성서부,파출소,18593,경기도 화성시 향남읍 평리 107번지,경기도 화성시 향남읍 3.1만세로 1095,37.1318868,126.9073485
화성시,남양파출소,경기남부청,화성서부,파출소,18258,경기도 화성시 남양읍 남양리 651-8번지,경기도 화성시 남양읍 남양시장로 47,37.2089771,126.8146175
화성시,양감파출소,경기남부청,화성서부,파출소,18634,경기도 화성시 양감면 신왕리 678-5번지 양감파출소,경기도 화성시 양감면 은행나무로 263,37.0815332,126.9448171
화성시,마도파출소,경기남부청,화성서부,파출소,18537,경기도 화성시 마도면 석교리 228-2,경기도 화성시 마도면 석교로 179,37.2061853,126.7744204
화성시,매송파출소,경기남부청,화성서부,파출소,18287,경기도 화성시 매송면 어천리 426-1번지,경기도 화성시 매송면 화성로 2249,37.2498455,126.9118999
화성시,팔탄파출소,경기남부청,화성서부,파출소,18527,경기도 화성시 팔탄면 구장리 529-5번지 팔탄파출소,경기도 화성시 팔탄면 서촌길 9,37.1604466,126.903271
화성시,우정파출소,경기남부청,화성서부,파출소,18567,경기도 화성시 우정읍 조암리 265-3번지,경기도 화성시 우정읍 조암남로 31,37.0840621,126.8184471
화성시,정남파출소,경기남부청,화성동부,파출소,18516,경기도 화성시 정남면 괘랑리 921-1번지,경기도 화성시 정남면 만년로 582,37.1729394,126.9839766
화성시,태안지구대,경기남부청,화성동부,지구대,18390,경기도 화성시 진안동 525-30번지,경기도 화성시 떡전골로 112-2,37.2083029,127.0332302
화성시,봉담파출소,경기남부청,화성서부,파출소,18321,경기도 화성시 봉담읍 와우리 214-1번지,경기도 화성시 봉담읍 와우로15번길 17,37.2165739,126.97057

